date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:51	2760/2760	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:46%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhorizon-fitness-t101-04-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed0efc	(from http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/)
15:13:52	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:47%20GMT	http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/horizon-fitness-t101-04-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/horizon-fitness-t101-04-treadmill.jpg	(from http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/)
15:13:53	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:48%20GMT	http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/[php]echo%20bloginfo('url');[/php]/B00DIUM8BS	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/[php]echo%20bloginfo('url');[/php]/B00DIUM8BS	(from http://www.livelongerrunning.com/horizon-fitness-t101-04-treadmill-review/)
15:13:54	2450/2450	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:49%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-power-995c-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed961b.json	(from http://www.livelongerrunning.com/proform-power-995c-treadmill-review/)
15:13:54	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:49%20GMT	http://www.livelongerrunning.com/?p=638	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexc9fb.html	(from http://www.livelongerrunning.com/proform-power-995c-treadmill-review/)
15:13:55	2735/2735	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:50%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-power-995c-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embedb1c1	(from http://www.livelongerrunning.com/proform-power-995c-treadmill-review/)
15:13:56	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:51%20GMT	http://www.livelongerrunning.com/proform-power-995c-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/proform-power-995c-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-power-995c-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/proform-power-995c-treadmill.jpg	(from http://www.livelongerrunning.com/proform-power-995c-treadmill-review/)
15:13:57	2480/2480	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:51%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fsole-fitness-f85-folding-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embedde21.json	(from http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/)
15:13:57	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:52%20GMT	http://www.livelongerrunning.com/?p=650	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexf034.html	(from http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/)
15:13:58	2765/2765	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:52%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fsole-fitness-f85-folding-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed62d6	(from http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/)
15:13:59	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:53%20GMT	http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/sole-fitness-f85-folding-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/sole-fitness-f85-folding-treadmill.jpg	(from http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/)
15:14:00	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:54%20GMT	http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/sole-fitness-f85-folding-treadmill-review/)
15:14:00	2445/2445	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:54%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-power-995-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embeddb93.json	(from http://www.livelongerrunning.com/proform-power-995-treadmill-review/)
15:14:00	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:55%20GMT	http://www.livelongerrunning.com/?p=644	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index6ade.html	(from http://www.livelongerrunning.com/proform-power-995-treadmill-review/)
15:14:01	2730/2730	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:55%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-power-995-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embede04b	(from http://www.livelongerrunning.com/proform-power-995-treadmill-review/)
15:14:02	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:56%20GMT	http://www.livelongerrunning.com/proform-power-995-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/proform-995-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-power-995-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/proform-995-treadmill.jpg	(from http://www.livelongerrunning.com/proform-power-995-treadmill-review/)
15:14:03	2480/2480	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:13:58%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fsole-fitness-f80-folding-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embedb744.json	(from http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/)
15:14:03	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:58%20GMT	http://www.livelongerrunning.com/proform-power-995-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-power-995-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/proform-power-995-treadmill-review/)
15:14:03	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:13:58%20GMT	http://www.livelongerrunning.com/?p=648	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index0ae0.html	(from http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/)
15:14:04	2765/2765	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:13:58%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fsole-fitness-f80-folding-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed4d11	(from http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/)
15:14:05	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:00%20GMT	http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/sole-fitness-f80-folding-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/sole-fitness-f80-folding-treadmill.jpg	(from http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/)
15:14:06	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:01%20GMT	http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/sole-fitness-f80-folding-treadmill-review/)
15:14:06	2470/2470	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:01%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhorizon-fitness-t101-3-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed1a2f.json	(from http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/)
15:14:07	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:01%20GMT	http://www.livelongerrunning.com/?p=536	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexd379.html	(from http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/)
15:14:07	2755/2755	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:02%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhorizon-fitness-t101-3-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed7f08	(from http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/)
15:14:08	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:03%20GMT	http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/Horizon_Fitness_T101-3_Treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/Horizon_Fitness_T101-3_Treadmill.jpg	(from http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/)
15:14:09	2435/2435	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:04%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-505-cst-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed3e6a.json	(from http://www.livelongerrunning.com/proform-505-cst-treadmill-review/)
15:14:09	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:04%20GMT	http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/horizon-fitness-t101-3-treadmill-review/)
15:14:09	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:04%20GMT	http://www.livelongerrunning.com/?p=632	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexf8fc.html	(from http://www.livelongerrunning.com/proform-505-cst-treadmill-review/)
15:14:10	2720/2720	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:04%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-505-cst-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed970c	(from http://www.livelongerrunning.com/proform-505-cst-treadmill-review/)
15:14:10	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:05%20GMT	http://www.livelongerrunning.com/proform-505-cst-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/proform-505-cst-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-505-cst-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/proform-505-cst-treadmill.jpg	(from http://www.livelongerrunning.com/proform-505-cst-treadmill-review/)
15:14:11	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:06%20GMT	http://www.livelongerrunning.com/proform-505-cst-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-505-cst-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/proform-505-cst-treadmill-review/)
15:14:11	2445/2445	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:06%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fsole-fitness-f63-folding-treadmill%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embede8a4.json	(from http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/)
15:14:12	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:06%20GMT	http://www.livelongerrunning.com/?p=646	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index8bcd.html	(from http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/)
15:14:12	2730/2730	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:07%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fsole-fitness-f63-folding-treadmill%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed932d	(from http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/)
15:14:13	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:08%20GMT	http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/[php]echo%20bloginfo('url');[/php]/images/reviews/sole-fitness-f63-folding-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/[php]echo%20bloginfo('url');[/php]/images/reviews/sole-fitness-f63-folding-treadmill.jpg	(from http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/)
15:14:14	2455/2455	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:09%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fweslo-cadence-r-5-2-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed6230.json	(from http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/)
15:14:14	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:09%20GMT	http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/sole-fitness-f63-folding-treadmill/)
15:14:15	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:09%20GMT	http://www.livelongerrunning.com/?p=629	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexe703.html	(from http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/)
15:14:15	2740/2740	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:10%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fweslo-cadence-r-5-2-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed0b84	(from http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/)
15:14:16	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:11%20GMT	http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/weslo-cadence-4-5-2-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/weslo-cadence-4-5-2-treadmill.jpg	(from http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/)
15:14:17	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:12%20GMT	http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/weslo-cadence-r-5-2-treadmill-review/)
15:14:17	2485/2485	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:12%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhorizon-evolve-sg-compact-treadmill-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed9576.json	(from http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/)
15:14:17	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:12%20GMT	http://www.livelongerrunning.com/?p=538	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/indexfdd5.html	(from http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/)
15:14:18	2770/2770	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:13%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fhorizon-evolve-sg-compact-treadmill-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed9d6e	(from http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/)
15:14:19	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:13%20GMT	http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/Horizon_Evolve_SG_Compact_Treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/[php]echo%20bloginfo('url');[/php]/images/reviews/Horizon_Evolve_SG_Compact_Treadmill.jpg	(from http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/)
15:14:20	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:14%20GMT	http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/horizon-evolve-sg-compact-treadmill-review/)
15:14:20	2380/2380	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:15%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-6-0-rt-review%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed64e9.json	(from http://www.livelongerrunning.com/proform-6-0-rt-review/)
15:14:21	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:15%20GMT	http://www.livelongerrunning.com/?p=540	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index092b.html	(from http://www.livelongerrunning.com/proform-6-0-rt-review/)
15:14:21	2665/2665	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:16%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fproform-6-0-rt-review%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embede0ff	(from http://www.livelongerrunning.com/proform-6-0-rt-review/)
15:14:23	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:17%20GMT	http://www.livelongerrunning.com/proform-6-0-rt-review/[php]echo%20bloginfo('url');[/php]/images/reviews/ProForm_6_RT.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-6-0-rt-review/[php]echo%20bloginfo('url');[/php]/images/reviews/ProForm_6_RT.jpg	(from http://www.livelongerrunning.com/proform-6-0-rt-review/)
15:14:24	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:19%20GMT	http://www.livelongerrunning.com/proform-6-0-rt-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/proform-6-0-rt-review/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/proform-6-0-rt-review/)
15:14:24	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:19%20GMT	http://www.livelongerrunning.com/?p=636	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/index8989.html	(from http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/)
15:14:24	2440/2440	---M-Z	200	added ('OK')	application/json	date:Thu,%2013%20Apr%202017%2014:14:19%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fmerit-fitness-715t-plus-treadmill%2F	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed732c.json	(from http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/)
15:14:25	2725/2725	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Apr%202017%2014:14:20%20GMT	http://www.livelongerrunning.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.livelongerrunning.com%2Fmerit-fitness-715t-plus-treadmill%2F&format=xml	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/wp-json/oembed/1.0/embed2c35	(from http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/)
15:14:27	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:21%20GMT	http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/[php]echo%20bloginfo('url');[/php]/images/reviews/merit-fitness-715t-plus-treadmill.jpg	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/[php]echo%20bloginfo('url');[/php]/images/reviews/merit-fitness-715t-plus-treadmill.jpg	(from http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/)
15:14:28	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Apr%202017%2014:14:22%20GMT	http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/	C:/Users/jaya/Desktop/livelongerrunning/livelongerrunning/www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/[php]echo%20bloginfo('url');[/php]/best-selling-treadmills-compared/index.html	(from http://www.livelongerrunning.com/merit-fitness-715t-plus-treadmill/)
